GEOID,YEAR,house_value
"Census Tract 2002, Cook County, Illinois!!Estimate",2018,281400
"Census Tract 2003, Cook County, Illinois!!Estimate",2018,220700
"Census Tract 2004.01, Cook County, Illinois!!Estimate",2018,239500
"Census Tract 2004.02, Cook County, Illinois!!Estimate",2018,270700
"Census Tract 2101, Cook County, Illinois!!Estimate",2018,336800
"Census Tract 2104, Cook County, Illinois!!Estimate",2018,268900
"Census Tract 2105.01, Cook County, Illinois!!Estimate",2018,287500
"Census Tract 2105.02, Cook County, Illinois!!Estimate",2018,266300
"Census Tract 2106.01, Cook County, Illinois!!Estimate",2018,334200
"Census Tract 2106.02, Cook County, Illinois!!Estimate",2018,319000
"Census Tract 2107, Cook County, Illinois!!Estimate",2018,354700
"Census Tract 2108, Cook County, Illinois!!Estimate",2018,400000
"Census Tract 2109, Cook County, Illinois!!Estimate",2018,354000
"Census Tract 2203, Cook County, Illinois!!Estimate",2018,376100
"Census Tract 2204, Cook County, Illinois!!Estimate",2018,388100
"Census Tract 2205, Cook County, Illinois!!Estimate",2018,334100
"Census Tract 2206.01, Cook County, Illinois!!Estimate",2018,370400
"Census Tract 2206.02, Cook County, Illinois!!Estimate",2018,389400
"Census Tract 2207.01, Cook County, Illinois!!Estimate",2018,306300
"Census Tract 2207.02, Cook County, Illinois!!Estimate",2018,402300
"Census Tract 2209.01, Cook County, Illinois!!Estimate",2018,326100
"Census Tract 2209.02, Cook County, Illinois!!Estimate",2018,298100
"Census Tract 2210, Cook County, Illinois!!Estimate",2018,288000
"Census Tract 2211, Cook County, Illinois!!Estimate",2018,343200
"Census Tract 2212, Cook County, Illinois!!Estimate",2018,373900
"Census Tract 2213, Cook County, Illinois!!Estimate",2018,459400
"Census Tract 2214, Cook County, Illinois!!Estimate",2018,361200
"Census Tract 2215, Cook County, Illinois!!Estimate",2018,473900
"Census Tract 2216, Cook County, Illinois!!Estimate",2018,625000
"Census Tract 2222, Cook County, Illinois!!Estimate",2018,583300
"Census Tract 2225, Cook County, Illinois!!Estimate",2018,347900
"Census Tract 2226, Cook County, Illinois!!Estimate",2018,385200
"Census Tract 2227, Cook County, Illinois!!Estimate",2018,273800
"Census Tract 2228, Cook County, Illinois!!Estimate",2018,241700
"Census Tract 2229, Cook County, Illinois!!Estimate",2018,283300
"Census Tract 2301, Cook County, Illinois!!Estimate",2018,370900
"Census Tract 2302, Cook County, Illinois!!Estimate",2018,251800
"Census Tract 2303, Cook County, Illinois!!Estimate",2018,265900
"Census Tract 2304, Cook County, Illinois!!Estimate",2018,236600
"Census Tract 2305, Cook County, Illinois!!Estimate",2018,153300
"Census Tract 2306, Cook County, Illinois!!Estimate",2018,164000
"Census Tract 2307, Cook County, Illinois!!Estimate",2018,159100
"Census Tract 2308, Cook County, Illinois!!Estimate",2018,206000
"Census Tract 2309, Cook County, Illinois!!Estimate",2018,239800
"Census Tract 2311, Cook County, Illinois!!Estimate",2018,166200
"Census Tract 2312, Cook County, Illinois!!Estimate",2018,165500
"Census Tract 2315, Cook County, Illinois!!Estimate",2018,182300
"Census Tract 2402, Cook County, Illinois!!Estimate",2018,685300
"Census Tract 2403, Cook County, Illinois!!Estimate",2018,693900
"Census Tract 2405, Cook County, Illinois!!Estimate",2018,396300
"Census Tract 2406, Cook County, Illinois!!Estimate",2018,457900
"Census Tract 2407, Cook County, Illinois!!Estimate",2018,368000
"Census Tract 2408, Cook County, Illinois!!Estimate",2018,428000
"Census Tract 2409, Cook County, Illinois!!Estimate",2018,355700
"Census Tract 2410, Cook County, Illinois!!Estimate",2018,300000
"Census Tract 2411, Cook County, Illinois!!Estimate",2018,370700
"Census Tract 2412, Cook County, Illinois!!Estimate",2018,513100
"Census Tract 2413, Cook County, Illinois!!Estimate",2018,605600
"Census Tract 2414, Cook County, Illinois!!Estimate",2018,559400
"Census Tract 2415, Cook County, Illinois!!Estimate",2018,532900
"Census Tract 2416, Cook County, Illinois!!Estimate",2018,462600
"Census Tract 2420, Cook County, Illinois!!Estimate",2018,450000
"Census Tract 2421, Cook County, Illinois!!Estimate",2018,546600
"Census Tract 2422, Cook County, Illinois!!Estimate",2018,565400
"Census Tract 2423, Cook County, Illinois!!Estimate",2018,486200
"Census Tract 2424, Cook County, Illinois!!Estimate",2018,403400
"Census Tract 2425, Cook County, Illinois!!Estimate",2018,404500
"Census Tract 2426, Cook County, Illinois!!Estimate",2018,399100
"Census Tract 2427, Cook County, Illinois!!Estimate",2018,373200
"Census Tract 2428, Cook County, Illinois!!Estimate",2018,446900
"Census Tract 2429, Cook County, Illinois!!Estimate",2018,415600
"Census Tract 2430, Cook County, Illinois!!Estimate",2018,397200
"Census Tract 2431, Cook County, Illinois!!Estimate",2018,501000
"Census Tract 2432, Cook County, Illinois!!Estimate",2018,591700
"Census Tract 2433, Cook County, Illinois!!Estimate",2018,403300
"Census Tract 2434, Cook County, Illinois!!Estimate",2018,367200
"Census Tract 2435, Cook County, Illinois!!Estimate",2018,425200
"Census Tract 2502, Cook County, Illinois!!Estimate",2018,189100
"Census Tract 2503, Cook County, Illinois!!Estimate",2018,197100
"Census Tract 2504, Cook County, Illinois!!Estimate",2018,182000
"Census Tract 2505, Cook County, Illinois!!Estimate",2018,280600
"Census Tract 2506, Cook County, Illinois!!Estimate",2018,194200
"Census Tract 2507, Cook County, Illinois!!Estimate",2018,172500
"Census Tract 2508, Cook County, Illinois!!Estimate",2018,165900
"Census Tract 2510, Cook County, Illinois!!Estimate",2018,148700
"Census Tract 2511, Cook County, Illinois!!Estimate",2018,124300
"Census Tract 2512, Cook County, Illinois!!Estimate",2018,124800
"Census Tract 2513, Cook County, Illinois!!Estimate",2018,147800
"Census Tract 2514, Cook County, Illinois!!Estimate",2018,236000
"Census Tract 2515, Cook County, Illinois!!Estimate",2018,167700
"Census Tract 2516, Cook County, Illinois!!Estimate",2018,143400
"Census Tract 2517, Cook County, Illinois!!Estimate",2018,134900
"Census Tract 2518, Cook County, Illinois!!Estimate",2018,150000
"Census Tract 2519, Cook County, Illinois!!Estimate",2018,125000
"Census Tract 2520, Cook County, Illinois!!Estimate",2018,195400
"Census Tract 2521.01, Cook County, Illinois!!Estimate",2018,162500
"Census Tract 2521.02, Cook County, Illinois!!Estimate",2018,133100
"Census Tract 2522.01, Cook County, Illinois!!Estimate",2018,101700
"Census Tract 2522.02, Cook County, Illinois!!Estimate",2018,126700
"Census Tract 2601, Cook County, Illinois!!Estimate",2018,125000
"Census Tract 2602, Cook County, Illinois!!Estimate",2018,116400
"Census Tract 2603, Cook County, Illinois!!Estimate",2018,98200
"Census Tract 2604, Cook County, Illinois!!Estimate",2018,175500
"Census Tract 2605, Cook County, Illinois!!Estimate",2018,159500
"Census Tract 2606, Cook County, Illinois!!Estimate",2018,135700
"Census Tract 2607, Cook County, Illinois!!Estimate",2018,181300
"Census Tract 2608, Cook County, Illinois!!Estimate",2018,183200
"Census Tract 2609, Cook County, Illinois!!Estimate",2018,131300
"Census Tract 2610, Cook County, Illinois!!Estimate",2018,136800
"Census Tract 2712, Cook County, Illinois!!Estimate",2018,125000
"Census Tract 2713, Cook County, Illinois!!Estimate",2018,196300
"Census Tract 2714, Cook County, Illinois!!Estimate",2018,183800
"Census Tract 2715, Cook County, Illinois!!Estimate",2018,185800
"Census Tract 2718, Cook County, Illinois!!Estimate",2018,170000
"Census Tract 2801, Cook County, Illinois!!Estimate",2018,406900
"Census Tract 2804, Cook County, Illinois!!Estimate",2018,408700
"Census Tract 2808, Cook County, Illinois!!Estimate",2018,286200
"Census Tract 2809, Cook County, Illinois!!Estimate",2018,230600
"Census Tract 2819, Cook County, Illinois!!Estimate",2018,336100
"Census Tract 2827, Cook County, Illinois!!Estimate",2018,211700
"Census Tract 2828, Cook County, Illinois!!Estimate",2018,225900
"Census Tract 2831, Cook County, Illinois!!Estimate",2018,444200
"Census Tract 2832, Cook County, Illinois!!Estimate",2018,381800
"Census Tract 2838, Cook County, Illinois!!Estimate",2018,285400
"Census Tract 2909, Cook County, Illinois!!Estimate",2018,158200
"Census Tract 2912, Cook County, Illinois!!Estimate",2018,158800
"Census Tract 2916, Cook County, Illinois!!Estimate",2018,193100
"Census Tract 2922, Cook County, Illinois!!Estimate",2018,132200
"Census Tract 2924, Cook County, Illinois!!Estimate",2018,108000
"Census Tract 2925, Cook County, Illinois!!Estimate",2018,160600
"Census Tract 3005, Cook County, Illinois!!Estimate",2018,166400
"Census Tract 3006, Cook County, Illinois!!Estimate",2018,157200
"Census Tract 3007, Cook County, Illinois!!Estimate",2018,167000
"Census Tract 3008, Cook County, Illinois!!Estimate",2018,168100
"Census Tract 3009, Cook County, Illinois!!Estimate",2018,122600
"Census Tract 3011, Cook County, Illinois!!Estimate",2018,156300
"Census Tract 3012, Cook County, Illinois!!Estimate",2018,161700
"Census Tract 3016, Cook County, Illinois!!Estimate",2018,148200
"Census Tract 3017.01, Cook County, Illinois!!Estimate",2018,161000
"Census Tract 3017.02, Cook County, Illinois!!Estimate",2018,154800
"Census Tract 3018.01, Cook County, Illinois!!Estimate",2018,138600
"Census Tract 3018.02, Cook County, Illinois!!Estimate",2018,150700
"Census Tract 3018.03, Cook County, Illinois!!Estimate",2018,152700
"Census Tract 3102, Cook County, Illinois!!Estimate",2018,243900
"Census Tract 3103, Cook County, Illinois!!Estimate",2018,287000
"Census Tract 3104, Cook County, Illinois!!Estimate",2018,269900
"Census Tract 3105, Cook County, Illinois!!Estimate",2018,283600
"Census Tract 3106, Cook County, Illinois!!Estimate",2018,282200
"Census Tract 3107, Cook County, Illinois!!Estimate",2018,224300
"Census Tract 3108, Cook County, Illinois!!Estimate",2018,311500
"Census Tract 3109, Cook County, Illinois!!Estimate",2018,227300
"Census Tract 3201, Cook County, Illinois!!Estimate",2018,527500
"Census Tract 3204, Cook County, Illinois!!Estimate",2018,669100
"Census Tract 3206, Cook County, Illinois!!Estimate",2018,403200
"Census Tract 3301, Cook County, Illinois!!Estimate",2018,391800
"Census Tract 3302, Cook County, Illinois!!Estimate",2018,480400
"Census Tract 3403, Cook County, Illinois!!Estimate",2018,348000
"Census Tract 3404, Cook County, Illinois!!Estimate",2018,211200
"Census Tract 3405, Cook County, Illinois!!Estimate",2018,296400
"Census Tract 3510, Cook County, Illinois!!Estimate",2018,356900
"Census Tract 3514, Cook County, Illinois!!Estimate",2018,263600
"Census Tract 3515, Cook County, Illinois!!Estimate",2018,275000
"Census Tract 3602, Cook County, Illinois!!Estimate",2018,172500
"Census Tract 3801, Cook County, Illinois!!Estimate",2018,309600
"Census Tract 3802, Cook County, Illinois!!Estimate",2018,308900
"Census Tract 3807, Cook County, Illinois!!Estimate",2018,92000
"Census Tract 3812, Cook County, Illinois!!Estimate",2018,302900
"Census Tract 3814, Cook County, Illinois!!Estimate",2018,154300
"Census Tract 3815, Cook County, Illinois!!Estimate",2018,187500
"Census Tract 3818, Cook County, Illinois!!Estimate",2018,200400
"Census Tract 3819, Cook County, Illinois!!Estimate",2018,191900
"Census Tract 3901, Cook County, Illinois!!Estimate",2018,373500
"Census Tract 3902, Cook County, Illinois!!Estimate",2018,297500
"Census Tract 3903, Cook County, Illinois!!Estimate",2018,262300
"Census Tract 3904, Cook County, Illinois!!Estimate",2018,266400
"Census Tract 3905, Cook County, Illinois!!Estimate",2018,533700
"Census Tract 3906, Cook County, Illinois!!Estimate",2018,420200
"Census Tract 3907, Cook County, Illinois!!Estimate",2018,152100
"Census Tract 4003, Cook County, Illinois!!Estimate",2018,189300
"Census Tract 4005, Cook County, Illinois!!Estimate",2018,175400
"Census Tract 4008, Cook County, Illinois!!Estimate",2018,179500
"Census Tract 4101, Cook County, Illinois!!Estimate",2018,192100
"Census Tract 4102, Cook County, Illinois!!Estimate",2018,331600
"Census Tract 4105, Cook County, Illinois!!Estimate",2018,344500
"Census Tract 4106, Cook County, Illinois!!Estimate",2018,337500
"Census Tract 4107, Cook County, Illinois!!Estimate",2018,263500
"Census Tract 4108, Cook County, Illinois!!Estimate",2018,163000
"Census Tract 4109, Cook County, Illinois!!Estimate",2018,273600
"Census Tract 4110, Cook County, Illinois!!Estimate",2018,149500
"Census Tract 4111, Cook County, Illinois!!Estimate",2018,524400
"Census Tract 4112, Cook County, Illinois!!Estimate",2018,522400
"Census Tract 4201, Cook County, Illinois!!Estimate",2018,206300
"Census Tract 4202, Cook County, Illinois!!Estimate",2018,138400
"Census Tract 4203, Cook County, Illinois!!Estimate",2018,235000
"Census Tract 4204, Cook County, Illinois!!Estimate",2018,166700
"Census Tract 4205, Cook County, Illinois!!Estimate",2018,164700
"Census Tract 4206, Cook County, Illinois!!Estimate",2018,206700
"Census Tract 4207, Cook County, Illinois!!Estimate",2018,77700
"Census Tract 4208, Cook County, Illinois!!Estimate",2018,182500
"Census Tract 4212, Cook County, Illinois!!Estimate",2018,91100
"Census Tract 4301.01, Cook County, Illinois!!Estimate",2018,144800
"Census Tract 4302, Cook County, Illinois!!Estimate",2018,439600
"Census Tract 4303, Cook County, Illinois!!Estimate",2018,151200
"Census Tract 4304, Cook County, Illinois!!Estimate",2018,88900
"Census Tract 4305, Cook County, Illinois!!Estimate",2018,161600
"Census Tract 4306, Cook County, Illinois!!Estimate",2018,240100
"Census Tract 4307, Cook County, Illinois!!Estimate",2018,117000
"Census Tract 4308, Cook County, Illinois!!Estimate",2018,208800
"Census Tract 4309, Cook County, Illinois!!Estimate",2018,173700
"Census Tract 4312, Cook County, Illinois!!Estimate",2018,170000
"Census Tract 4313.01, Cook County, Illinois!!Estimate",2018,117700
"Census Tract 4313.02, Cook County, Illinois!!Estimate",2018,234500
"Census Tract 4314, Cook County, Illinois!!Estimate",2018,76000
"Census Tract 4401.01, Cook County, Illinois!!Estimate",2018,153100
"Census Tract 4401.02, Cook County, Illinois!!Estimate",2018,153300
"Census Tract 4402.01, Cook County, Illinois!!Estimate",2018,168600
"Census Tract 4402.02, Cook County, Illinois!!Estimate",2018,162900
"Census Tract 4403, Cook County, Illinois!!Estimate",2018,172400
"Census Tract 4406, Cook County, Illinois!!Estimate",2018,158500
"Census Tract 4407, Cook County, Illinois!!Estimate",2018,155700
"Census Tract 4408, Cook County, Illinois!!Estimate",2018,114200
"Census Tract 4409, Cook County, Illinois!!Estimate",2018,118200
"Census Tract 4503, Cook County, Illinois!!Estimate",2018,148800
"Census Tract 4601, Cook County, Illinois!!Estimate",2018,88500
"Census Tract 4602, Cook County, Illinois!!Estimate",2018,90700
"Census Tract 4603.01, Cook County, Illinois!!Estimate",2018,123900
"Census Tract 4603.02, Cook County, Illinois!!Estimate",2018,114400
"Census Tract 4604, Cook County, Illinois!!Estimate",2018,148100
"Census Tract 4605, Cook County, Illinois!!Estimate",2018,170500
"Census Tract 4606, Cook County, Illinois!!Estimate",2018,106500
"Census Tract 4607, Cook County, Illinois!!Estimate",2018,119100
"Census Tract 4610, Cook County, Illinois!!Estimate",2018,106900
"Census Tract 4701, Cook County, Illinois!!Estimate",2018,98300
"Census Tract 4801, Cook County, Illinois!!Estimate",2018,149300
"Census Tract 4802, Cook County, Illinois!!Estimate",2018,175000
"Census Tract 4803, Cook County, Illinois!!Estimate",2018,155800
"Census Tract 4804, Cook County, Illinois!!Estimate",2018,169900
"Census Tract 4805, Cook County, Illinois!!Estimate",2018,140200
"Census Tract 4903, Cook County, Illinois!!Estimate",2018,137900
"Census Tract 4904, Cook County, Illinois!!Estimate",2018,161000
"Census Tract 4905, Cook County, Illinois!!Estimate",2018,159700
"Census Tract 4906, Cook County, Illinois!!Estimate",2018,115900
"Census Tract 4907, Cook County, Illinois!!Estimate",2018,102300
"Census Tract 4908, Cook County, Illinois!!Estimate",2018,133200
"Census Tract 4909.01, Cook County, Illinois!!Estimate",2018,117600
